center,left,right,steering,throttle,brake,speed
IMG/center_2020_02_08_19_09_35_736.jpg,IMG/left_2020_02_08_19_09_35_736.jpg,IMG/right_2020_02_08_19_09_35_736.jpg,0,1,0,30.18563
IMG/center_2020_02_08_19_09_35_861.jpg,IMG/left_2020_02_08_19_09_35_861.jpg,IMG/right_2020_02_08_19_09_35_861.jpg,0,1,0,30.18998
IMG/center_2020_02_08_19_09_35_988.jpg,IMG/left_2020_02_08_19_09_35_988.jpg,IMG/right_2020_02_08_19_09_35_988.jpg,-0.35,1,0,30.16646
IMG/center_2020_02_08_19_09_36_068.jpg,IMG/left_2020_02_08_19_09_36_068.jpg,IMG/right_2020_02_08_19_09_36_068.jpg,-0.5500001,1,0,30.14124
IMG/center_2020_02_08_19_09_36_145.jpg,IMG/left_2020_02_08_19_09_36_145.jpg,IMG/right_2020_02_08_19_09_36_145.jpg,0,1,0,30.1873
IMG/center_2020_02_08_19_09_36_257.jpg,IMG/left_2020_02_08_19_09_36_257.jpg,IMG/right_2020_02_08_19_09_36_257.jpg,0,1,0,30.18979
IMG/center_2020_02_08_19_09_36_329.jpg,IMG/left_2020_02_08_19_09_36_329.jpg,IMG/right_2020_02_08_19_09_36_329.jpg,0,1,0,30.19004
IMG/center_2020_02_08_19_09_36_398.jpg,IMG/left_2020_02_08_19_09_36_398.jpg,IMG/right_2020_02_08_19_09_36_398.jpg,0,1,0,30.19006
IMG/center_2020_02_08_19_09_36_520.jpg,IMG/left_2020_02_08_19_09_36_520.jpg,IMG/right_2020_02_08_19_09_36_520.jpg,0,1,0,30.1898
IMG/center_2020_02_08_19_09_36_592.jpg,IMG/left_2020_02_08_19_09_36_592.jpg,IMG/right_2020_02_08_19_09_36_592.jpg,0,1,0,30.18999
IMG/center_2020_02_08_19_09_36_659.jpg,IMG/left_2020_02_08_19_09_36_659.jpg,IMG/right_2020_02_08_19_09_36_659.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_09_36_779.jpg,IMG/left_2020_02_08_19_09_36_779.jpg,IMG/right_2020_02_08_19_09_36_779.jpg,0.15,1,0,30.18399
IMG/center_2020_02_08_19_09_36_904.jpg,IMG/left_2020_02_08_19_09_36_904.jpg,IMG/right_2020_02_08_19_09_36_904.jpg,0,1,0,30.18828
IMG/center_2020_02_08_19_09_37_036.jpg,IMG/left_2020_02_08_19_09_37_036.jpg,IMG/right_2020_02_08_19_09_37_036.jpg,0,1,0,30.19038
IMG/center_2020_02_08_19_09_37_161.jpg,IMG/left_2020_02_08_19_09_37_161.jpg,IMG/right_2020_02_08_19_09_37_161.jpg,0,1,0,30.19143
IMG/center_2020_02_08_19_09_37_308.jpg,IMG/left_2020_02_08_19_09_37_308.jpg,IMG/right_2020_02_08_19_09_37_308.jpg,0,1,0,30.19052
IMG/center_2020_02_08_19_09_37_382.jpg,IMG/left_2020_02_08_19_09_37_382.jpg,IMG/right_2020_02_08_19_09_37_382.jpg,0,1,0,30.19051
IMG/center_2020_02_08_19_09_37_485.jpg,IMG/left_2020_02_08_19_09_37_485.jpg,IMG/right_2020_02_08_19_09_37_485.jpg,0,1,0,30.19053
IMG/center_2020_02_08_19_09_37_611.jpg,IMG/left_2020_02_08_19_09_37_611.jpg,IMG/right_2020_02_08_19_09_37_611.jpg,-0.15,1,0,30.18416
IMG/center_2020_02_08_19_09_37_742.jpg,IMG/left_2020_02_08_19_09_37_742.jpg,IMG/right_2020_02_08_19_09_37_742.jpg,0,1,0,30.18901
IMG/center_2020_02_08_19_09_37_865.jpg,IMG/left_2020_02_08_19_09_37_865.jpg,IMG/right_2020_02_08_19_09_37_865.jpg,0,1,0,30.18909
IMG/center_2020_02_08_19_09_37_995.jpg,IMG/left_2020_02_08_19_09_37_995.jpg,IMG/right_2020_02_08_19_09_37_995.jpg,-0.15,1,0,30.1843
IMG/center_2020_02_08_19_09_38_063.jpg,IMG/left_2020_02_08_19_09_38_063.jpg,IMG/right_2020_02_08_19_09_38_063.jpg,-0.3,1,0,30.16958
IMG/center_2020_02_08_19_09_38_190.jpg,IMG/left_2020_02_08_19_09_38_190.jpg,IMG/right_2020_02_08_19_09_38_190.jpg,0,1,0,30.19099
IMG/center_2020_02_08_19_09_38_319.jpg,IMG/left_2020_02_08_19_09_38_319.jpg,IMG/right_2020_02_08_19_09_38_319.jpg,0,1,0,30.19022
IMG/center_2020_02_08_19_09_38_445.jpg,IMG/left_2020_02_08_19_09_38_445.jpg,IMG/right_2020_02_08_19_09_38_445.jpg,-0.15,1,0,30.18464
IMG/center_2020_02_08_19_09_38_568.jpg,IMG/left_2020_02_08_19_09_38_568.jpg,IMG/right_2020_02_08_19_09_38_568.jpg,0,1,0,30.18992
IMG/center_2020_02_08_19_09_38_653.jpg,IMG/left_2020_02_08_19_09_38_653.jpg,IMG/right_2020_02_08_19_09_38_653.jpg,0,1,0,30.19019
IMG/center_2020_02_08_19_09_38_730.jpg,IMG/left_2020_02_08_19_09_38_730.jpg,IMG/right_2020_02_08_19_09_38_730.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_09_38_810.jpg,IMG/left_2020_02_08_19_09_38_810.jpg,IMG/right_2020_02_08_19_09_38_810.jpg,-0.2,1,0,30.18074
IMG/center_2020_02_08_19_09_38_876.jpg,IMG/left_2020_02_08_19_09_38_876.jpg,IMG/right_2020_02_08_19_09_38_876.jpg,-0.35,1,0,30.16434
IMG/center_2020_02_08_19_09_38_986.jpg,IMG/left_2020_02_08_19_09_38_986.jpg,IMG/right_2020_02_08_19_09_38_986.jpg,0,1,0,30.18544
IMG/center_2020_02_08_19_09_39_091.jpg,IMG/left_2020_02_08_19_09_39_091.jpg,IMG/right_2020_02_08_19_09_39_091.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_09_39_163.jpg,IMG/left_2020_02_08_19_09_39_163.jpg,IMG/right_2020_02_08_19_09_39_163.jpg,0,1,0,30.19016
IMG/center_2020_02_08_19_09_39_289.jpg,IMG/left_2020_02_08_19_09_39_289.jpg,IMG/right_2020_02_08_19_09_39_289.jpg,-0.15,1,0,30.18526
IMG/center_2020_02_08_19_09_39_356.jpg,IMG/left_2020_02_08_19_09_39_356.jpg,IMG/right_2020_02_08_19_09_39_356.jpg,-0.3,1,0,30.17032
IMG/center_2020_02_08_19_09_39_424.jpg,IMG/left_2020_02_08_19_09_39_424.jpg,IMG/right_2020_02_08_19_09_39_424.jpg,0,1,0,30.18896
IMG/center_2020_02_08_19_09_39_557.jpg,IMG/left_2020_02_08_19_09_39_557.jpg,IMG/right_2020_02_08_19_09_39_557.jpg,0,1,0,30.19025
IMG/center_2020_02_08_19_09_39_628.jpg,IMG/left_2020_02_08_19_09_39_628.jpg,IMG/right_2020_02_08_19_09_39_628.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_39_698.jpg,IMG/left_2020_02_08_19_09_39_698.jpg,IMG/right_2020_02_08_19_09_39_698.jpg,-0.15,1,0,30.18479
IMG/center_2020_02_08_19_09_39_826.jpg,IMG/left_2020_02_08_19_09_39_826.jpg,IMG/right_2020_02_08_19_09_39_826.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_09_39_894.jpg,IMG/left_2020_02_08_19_09_39_894.jpg,IMG/right_2020_02_08_19_09_39_894.jpg,0,1,0,30.19012
IMG/center_2020_02_08_19_09_39_961.jpg,IMG/left_2020_02_08_19_09_39_961.jpg,IMG/right_2020_02_08_19_09_39_961.jpg,0,1,0,30.19049
IMG/center_2020_02_08_19_09_40_038.jpg,IMG/left_2020_02_08_19_09_40_038.jpg,IMG/right_2020_02_08_19_09_40_038.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_09_40_113.jpg,IMG/left_2020_02_08_19_09_40_113.jpg,IMG/right_2020_02_08_19_09_40_113.jpg,-0.2,1,0,30.18049
IMG/center_2020_02_08_19_09_40_234.jpg,IMG/left_2020_02_08_19_09_40_234.jpg,IMG/right_2020_02_08_19_09_40_234.jpg,0,1,0,30.18992
IMG/center_2020_02_08_19_09_40_303.jpg,IMG/left_2020_02_08_19_09_40_303.jpg,IMG/right_2020_02_08_19_09_40_303.jpg,0,1,0,30.19011
IMG/center_2020_02_08_19_09_40_373.jpg,IMG/left_2020_02_08_19_09_40_373.jpg,IMG/right_2020_02_08_19_09_40_373.jpg,0,1,0,30.19028
IMG/center_2020_02_08_19_09_40_501.jpg,IMG/left_2020_02_08_19_09_40_501.jpg,IMG/right_2020_02_08_19_09_40_501.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_40_578.jpg,IMG/left_2020_02_08_19_09_40_578.jpg,IMG/right_2020_02_08_19_09_40_578.jpg,-0.2,1,0,30.18023
IMG/center_2020_02_08_19_09_40_646.jpg,IMG/left_2020_02_08_19_09_40_646.jpg,IMG/right_2020_02_08_19_09_40_646.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_40_776.jpg,IMG/left_2020_02_08_19_09_40_776.jpg,IMG/right_2020_02_08_19_09_40_776.jpg,0,1,0,30.19028
IMG/center_2020_02_08_19_09_40_845.jpg,IMG/left_2020_02_08_19_09_40_845.jpg,IMG/right_2020_02_08_19_09_40_845.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_09_40_911.jpg,IMG/left_2020_02_08_19_09_40_911.jpg,IMG/right_2020_02_08_19_09_40_911.jpg,-0.15,1,0,30.18454
IMG/center_2020_02_08_19_09_40_981.jpg,IMG/left_2020_02_08_19_09_40_981.jpg,IMG/right_2020_02_08_19_09_40_981.jpg,-0.3,1,0,30.16958
IMG/center_2020_02_08_19_09_41_117.jpg,IMG/left_2020_02_08_19_09_41_117.jpg,IMG/right_2020_02_08_19_09_41_117.jpg,0,1,0,30.19017
IMG/center_2020_02_08_19_09_41_184.jpg,IMG/left_2020_02_08_19_09_41_184.jpg,IMG/right_2020_02_08_19_09_41_184.jpg,0,1,0,30.19023
IMG/center_2020_02_08_19_09_41_261.jpg,IMG/left_2020_02_08_19_09_41_261.jpg,IMG/right_2020_02_08_19_09_41_261.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_41_352.jpg,IMG/left_2020_02_08_19_09_41_352.jpg,IMG/right_2020_02_08_19_09_41_352.jpg,-0.25,1,0,30.17544
IMG/center_2020_02_08_19_09_41_431.jpg,IMG/left_2020_02_08_19_09_41_431.jpg,IMG/right_2020_02_08_19_09_41_431.jpg,0,1,0,30.19015
IMG/center_2020_02_08_19_09_41_530.jpg,IMG/left_2020_02_08_19_09_41_530.jpg,IMG/right_2020_02_08_19_09_41_530.jpg,0,1,0,30.19026
IMG/center_2020_02_08_19_09_41_650.jpg,IMG/left_2020_02_08_19_09_41_650.jpg,IMG/right_2020_02_08_19_09_41_650.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_41_718.jpg,IMG/left_2020_02_08_19_09_41_718.jpg,IMG/right_2020_02_08_19_09_41_718.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_09_41_785.jpg,IMG/left_2020_02_08_19_09_41_785.jpg,IMG/right_2020_02_08_19_09_41_785.jpg,-0.2,1,0,30.18008
IMG/center_2020_02_08_19_09_41_853.jpg,IMG/left_2020_02_08_19_09_41_853.jpg,IMG/right_2020_02_08_19_09_41_853.jpg,0,1,0,30.18971
IMG/center_2020_02_08_19_09_41_919.jpg,IMG/left_2020_02_08_19_09_41_919.jpg,IMG/right_2020_02_08_19_09_41_919.jpg,0,1,0,30.19024
IMG/center_2020_02_08_19_09_41_997.jpg,IMG/left_2020_02_08_19_09_41_997.jpg,IMG/right_2020_02_08_19_09_41_997.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_42_067.jpg,IMG/left_2020_02_08_19_09_42_067.jpg,IMG/right_2020_02_08_19_09_42_067.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_09_42_140.jpg,IMG/left_2020_02_08_19_09_42_140.jpg,IMG/right_2020_02_08_19_09_42_140.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_42_247.jpg,IMG/left_2020_02_08_19_09_42_247.jpg,IMG/right_2020_02_08_19_09_42_247.jpg,-0.3,1,0,30.16929
IMG/center_2020_02_08_19_09_42_321.jpg,IMG/left_2020_02_08_19_09_42_321.jpg,IMG/right_2020_02_08_19_09_42_321.jpg,0,1,0,30.18886
IMG/center_2020_02_08_19_09_42_452.jpg,IMG/left_2020_02_08_19_09_42_452.jpg,IMG/right_2020_02_08_19_09_42_452.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_09_42_521.jpg,IMG/left_2020_02_08_19_09_42_521.jpg,IMG/right_2020_02_08_19_09_42_521.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_42_650.jpg,IMG/left_2020_02_08_19_09_42_650.jpg,IMG/right_2020_02_08_19_09_42_650.jpg,-0.35,1,0,30.16418
IMG/center_2020_02_08_19_09_42_779.jpg,IMG/left_2020_02_08_19_09_42_779.jpg,IMG/right_2020_02_08_19_09_42_779.jpg,0,1,0,30.18987
IMG/center_2020_02_08_19_09_42_913.jpg,IMG/left_2020_02_08_19_09_42_913.jpg,IMG/right_2020_02_08_19_09_42_913.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_43_038.jpg,IMG/left_2020_02_08_19_09_43_038.jpg,IMG/right_2020_02_08_19_09_43_038.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_43_172.jpg,IMG/left_2020_02_08_19_09_43_172.jpg,IMG/right_2020_02_08_19_09_43_172.jpg,0,1,0,30.19033
IMG/center_2020_02_08_19_09_43_301.jpg,IMG/left_2020_02_08_19_09_43_301.jpg,IMG/right_2020_02_08_19_09_43_301.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_43_374.jpg,IMG/left_2020_02_08_19_09_43_374.jpg,IMG/right_2020_02_08_19_09_43_374.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_43_524.jpg,IMG/left_2020_02_08_19_09_43_524.jpg,IMG/right_2020_02_08_19_09_43_524.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_43_593.jpg,IMG/left_2020_02_08_19_09_43_593.jpg,IMG/right_2020_02_08_19_09_43_593.jpg,-0.2,1,0,30.17987
IMG/center_2020_02_08_19_09_43_704.jpg,IMG/left_2020_02_08_19_09_43_704.jpg,IMG/right_2020_02_08_19_09_43_704.jpg,0,1,0,30.19012
IMG/center_2020_02_08_19_09_43_777.jpg,IMG/left_2020_02_08_19_09_43_777.jpg,IMG/right_2020_02_08_19_09_43_777.jpg,0,1,0,30.18987
IMG/center_2020_02_08_19_09_43_846.jpg,IMG/left_2020_02_08_19_09_43_846.jpg,IMG/right_2020_02_08_19_09_43_846.jpg,0,1,0,30.1902
IMG/center_2020_02_08_19_09_43_974.jpg,IMG/left_2020_02_08_19_09_43_974.jpg,IMG/right_2020_02_08_19_09_43_974.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_44_103.jpg,IMG/left_2020_02_08_19_09_44_103.jpg,IMG/right_2020_02_08_19_09_44_103.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_09_44_240.jpg,IMG/left_2020_02_08_19_09_44_240.jpg,IMG/right_2020_02_08_19_09_44_240.jpg,0,1,0,30.19032
IMG/center_2020_02_08_19_09_44_359.jpg,IMG/left_2020_02_08_19_09_44_359.jpg,IMG/right_2020_02_08_19_09_44_359.jpg,0.15,1,0,30.18423
IMG/center_2020_02_08_19_09_44_490.jpg,IMG/left_2020_02_08_19_09_44_490.jpg,IMG/right_2020_02_08_19_09_44_490.jpg,0,1,0,30.18815
IMG/center_2020_02_08_19_09_44_569.jpg,IMG/left_2020_02_08_19_09_44_569.jpg,IMG/right_2020_02_08_19_09_44_569.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_09_44_637.jpg,IMG/left_2020_02_08_19_09_44_637.jpg,IMG/right_2020_02_08_19_09_44_637.jpg,0,1,0,30.19019
IMG/center_2020_02_08_19_09_44_704.jpg,IMG/left_2020_02_08_19_09_44_704.jpg,IMG/right_2020_02_08_19_09_44_704.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_09_44_780.jpg,IMG/left_2020_02_08_19_09_44_780.jpg,IMG/right_2020_02_08_19_09_44_780.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_44_852.jpg,IMG/left_2020_02_08_19_09_44_852.jpg,IMG/right_2020_02_08_19_09_44_852.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_09_44_922.jpg,IMG/left_2020_02_08_19_09_44_922.jpg,IMG/right_2020_02_08_19_09_44_922.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_09_45_000.jpg,IMG/left_2020_02_08_19_09_45_000.jpg,IMG/right_2020_02_08_19_09_45_000.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_45_074.jpg,IMG/left_2020_02_08_19_09_45_074.jpg,IMG/right_2020_02_08_19_09_45_074.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_45_149.jpg,IMG/left_2020_02_08_19_09_45_149.jpg,IMG/right_2020_02_08_19_09_45_149.jpg,-0.2,1,0,30.17985
IMG/center_2020_02_08_19_09_45_250.jpg,IMG/left_2020_02_08_19_09_45_250.jpg,IMG/right_2020_02_08_19_09_45_250.jpg,0,1,0,30.19011
IMG/center_2020_02_08_19_09_45_379.jpg,IMG/left_2020_02_08_19_09_45_379.jpg,IMG/right_2020_02_08_19_09_45_379.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_09_45_460.jpg,IMG/left_2020_02_08_19_09_45_460.jpg,IMG/right_2020_02_08_19_09_45_460.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_45_531.jpg,IMG/left_2020_02_08_19_09_45_531.jpg,IMG/right_2020_02_08_19_09_45_531.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_45_626.jpg,IMG/left_2020_02_08_19_09_45_626.jpg,IMG/right_2020_02_08_19_09_45_626.jpg,-0.15,1,0,30.18436
IMG/center_2020_02_08_19_09_45_707.jpg,IMG/left_2020_02_08_19_09_45_707.jpg,IMG/right_2020_02_08_19_09_45_707.jpg,-0.35,1,0,30.1636
IMG/center_2020_02_08_19_09_45_778.jpg,IMG/left_2020_02_08_19_09_45_778.jpg,IMG/right_2020_02_08_19_09_45_778.jpg,0,1,0,30.18821
IMG/center_2020_02_08_19_09_45_912.jpg,IMG/left_2020_02_08_19_09_45_912.jpg,IMG/right_2020_02_08_19_09_45_912.jpg,0,1,0,30.1902
IMG/center_2020_02_08_19_09_45_979.jpg,IMG/left_2020_02_08_19_09_45_979.jpg,IMG/right_2020_02_08_19_09_45_979.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_09_46_111.jpg,IMG/left_2020_02_08_19_09_46_111.jpg,IMG/right_2020_02_08_19_09_46_111.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_46_242.jpg,IMG/left_2020_02_08_19_09_46_242.jpg,IMG/right_2020_02_08_19_09_46_242.jpg,0,1,0,30.19032
IMG/center_2020_02_08_19_09_46_389.jpg,IMG/left_2020_02_08_19_09_46_389.jpg,IMG/right_2020_02_08_19_09_46_389.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_46_457.jpg,IMG/left_2020_02_08_19_09_46_457.jpg,IMG/right_2020_02_08_19_09_46_457.jpg,0,1,0,30.19028
IMG/center_2020_02_08_19_09_46_573.jpg,IMG/left_2020_02_08_19_09_46_573.jpg,IMG/right_2020_02_08_19_09_46_573.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_46_642.jpg,IMG/left_2020_02_08_19_09_46_642.jpg,IMG/right_2020_02_08_19_09_46_642.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_46_713.jpg,IMG/left_2020_02_08_19_09_46_713.jpg,IMG/right_2020_02_08_19_09_46_713.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_46_782.jpg,IMG/left_2020_02_08_19_09_46_782.jpg,IMG/right_2020_02_08_19_09_46_782.jpg,-0.15,1,0,30.1842
IMG/center_2020_02_08_19_09_46_861.jpg,IMG/left_2020_02_08_19_09_46_861.jpg,IMG/right_2020_02_08_19_09_46_861.jpg,0,1,0,30.19035
IMG/center_2020_02_08_19_09_46_932.jpg,IMG/left_2020_02_08_19_09_46_932.jpg,IMG/right_2020_02_08_19_09_46_932.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_47_006.jpg,IMG/left_2020_02_08_19_09_47_006.jpg,IMG/right_2020_02_08_19_09_47_006.jpg,0,1,0,30.19028
IMG/center_2020_02_08_19_09_47_096.jpg,IMG/left_2020_02_08_19_09_47_096.jpg,IMG/right_2020_02_08_19_09_47_096.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_09_47_196.jpg,IMG/left_2020_02_08_19_09_47_196.jpg,IMG/right_2020_02_08_19_09_47_196.jpg,0,1,0,30.19028
IMG/center_2020_02_08_19_09_47_282.jpg,IMG/left_2020_02_08_19_09_47_282.jpg,IMG/right_2020_02_08_19_09_47_282.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_09_47_356.jpg,IMG/left_2020_02_08_19_09_47_356.jpg,IMG/right_2020_02_08_19_09_47_356.jpg,0,1,0,30.19046
IMG/center_2020_02_08_19_09_47_436.jpg,IMG/left_2020_02_08_19_09_47_436.jpg,IMG/right_2020_02_08_19_09_47_436.jpg,-0.2,1,0,30.17985
